season,fbref_name,fpl_name,fuzzy_score,total_points,review,duplicates
2022-2023,Dwight McNeil,Dwight McNeil,100,126.0,,
2022-2023,Eberechi Eze,Eberechi Eze,100,159.0,,
2022-2023,,Ed Turns,,0.0,,
2022-2023,Eddie Nketiah,Eddie Nketiah,100,63.0,,
2022-2023,Ederson,Ederson Santana de Moraes,90,121.0,,
2022-2023,Edouard Mendy,Edouard Mendy,100,24.0,,
2022-2023,,Eldin Jakupovic,,0.0,,
2022-2023,,Ellery Balcombe,,0.0,,
2022-2023,Elliot Anderson,Elliot Anderson,100,30.0,,
2022-2023,Ellis Simms,Ellis Simms,100,17.0,,
2022-2023,Emerson,Emerson Leite de Souza Junior,90,86.0,,
2022-2023,Emerson Palmieri,Emerson Palmieri dos Santos,90,39.0,,
2022-2023,Emil Krafth,Emil Krafth,100,1.0,,
2022-2023,Emile Smith Rowe,Emile Smith Rowe,100,18.0,,
2022-2023,Emi Buendía,Emiliano Buendía Stati,86,117.0,True,
2022-2023,Emiliano Marcondes,Emiliano Marcondes,100,1.0,,
2022-2023,Emiliano Martínez,Emiliano Martínez Romero,95,135.0,,
2022-2023,Emmanuel Dennis,Emmanuel Dennis,100,39.0,,
2022-2023,Enock Mwepu,Enock Mwepu,100,11.0,,
2022-2023,Enzo Fernández,Enzo Fernández,100,42.0,,
2022-2023,,Eric Bailly,,0.0,,
2022-2023,Eric Dier,Eric Dier,100,96.0,,
2022-2023,Erling Haaland,Erling Haaland,100,272.0,,
2022-2023,,Ethan Ampadu,,0.0,,
2022-2023,Ethan Nwaneri,Ethan Nwaneri,100,1.0,,
2022-2023,Ethan Pinnock,Ethan Pinnock,100,112.0,,
2022-2023,,Ethan Wady,,0.0,,
2022-2023,,Euan Pollock,,0.0,,
2022-2023,Evan Ferguson,Evan Ferguson,100,65.0,,
2022-2023,Ezri Konsa,Ezri Konsa Ngoyo,90,110.0,,
2022-2023,Fabian Schär,Fabian Schär,100,139.0,,
2022-2023,Fabinho,Fabio Henrique Tavares,100,70.0,,
2022-2023,,Fabio Silva,,0.0,,
2022-2023,Facundo Buonanotte,Facundo Buonanotte,100,26.0,,
2022-2023,Facundo Pellistri,Facundo Pellistri Rebollo,95,4.0,,
2022-2023,,Federico Fernández,,0.0,,
2022-2023,Felipe,Felipe Augusto de Almeida Monteiro,90,25.0,,
2022-2023,,Filip Marschall,,0.0,,
2022-2023,,Fin Stevens,,0.0,,
2022-2023,Flynn Downes,Flynn Downes,100,27.0,,
2022-2023,,Francisco Jorge Tomás Oliveira,,0.0,,
2022-2023,Frank Onyeka,Frank Onyeka,100,38.0,,
2022-2023,Fraser Forster,Fraser Forster,100,40.0,,
2022-2023,Fred,Frederico Rodrigues de Paula Santos,100,62.0,,
2022-2023,,Frédéric Guilbert,,0.0,,
2022-2023,Fabio Vieira,Fábio Ferreira Vieira,100,40.0,,
2022-2023,Fabio Carvalho,Fábio Freitas Gouveia Carvalho,100,27.0,,
2022-2023,Gabriel Jesus,Gabriel Fernando de Jesus,100,125.0,,
2022-2023,Martinelli,Gabriel Martinelli Silva,90,198.0,,
2022-2023,Gabriel Dos Santos,Gabriel dos Santos Magalhães,100,146.0,,
2022-2023,,Garang Kuol,,0.0,,
2022-2023,Gavin Bazunu,Gavin Bazunu,100,84.0,,
2022-2023,George Abbott,George Abbott,100,1.0,,
2022-2023,,George Shelvey,,0.0,,
2022-2023,,George Wickens,,0.0,,
2022-2023,Georginio Rutter,Georginio Rutter,100,15.0,,
2022-2023,Gianluca Scamacca,Gianluca Scamacca,100,41.0,,
2022-2023,Giulian Biancone,Giulian Biancone,100,2.0,,
2022-2023,Gonçalo Guedes,Gonçalo Manuel Ganchinho Guedes,86,29.0,True,
2022-2023,Granit Xhaka,Granit Xhaka,100,153.0,,
2022-2023,Gustavo Scarpa,Gustavo Henrique Furtado Scarpa,86,5.0,True,
2022-2023,Hakim Ziyech,Hakim Ziyech,100,33.0,,
2022-2023,Halil Dervişoğlu,Halil Dervişoğlu,100,4.0,,
2022-2023,Hamed Junior Traorè,Hamed Traorè,100,14.0,,
2022-2023,,Hamza Choudhury,,0.0,,
2022-2023,,Harrison Ashby,,0.0,,
2022-2023,Harrison Reed,Harrison Reed,100,107.0,,
2022-2023,,Harry Arter,,0.0,,
2022-2023,Harry Kane,Harry Kane,100,263.0,,
2022-2023,Harry Maguire,Harry Maguire,100,39.0,,
2022-2023,Harry Souttar,Harry Souttar,100,20.0,,
2022-2023,Harry Toffolo,Harry Toffolo,100,30.0,,
2022-2023,Harry Wilson,Harry Wilson,100,68.0,,
2022-2023,,Harry Winks,,0.0,,
2022-2023,Harvey Barnes,Harvey Barnes,100,138.0,,
2022-2023,,Harvey Davies,,0.0,,
2022-2023,Harvey Elliott,Harvey Elliott,100,62.0,,
2022-2023,,Harvey Griffiths,,0.0,,
2022-2023,,Harvey Vale,,0.0,,
2022-2023,Harvey White,Harvey White,100,1.0,,
2022-2023,,Haydon Roberts,,0.0,,
2022-2023,Hugo Bueno,Hugo Bueno López,90,41.0,,
2022-2023,Hugo Lloris,Hugo Lloris,100,89.0,,
2022-2023,Hwang Hee-chan,Hwang Hee-chan,100,60.0,,
2022-2023,Ibrahima Diallo,Ibrahima Diallo,100,19.0,,
2022-2023,Ibrahima Konaté,Ibrahima Konaté,100,49.0,,
2022-2023,Idrissa Gana Gueye,Idrissa Gueye,95,66.0,,
2022-2023,İlkay Gündoğan,Ilkay Gündogan,93,132.0,,
2022-2023,Illan Meslier,Illan Meslier,100,90.0,,
2022-2023,Illia Zabarnyi,Illia Zabarnyi,100,7.0,,
2022-2023,,Imari Samuels,,0.0,,
2022-2023,Isaac Price,Isaac Price,100,0.0,,
2022-2023,,Ishé Samuels-Smith,,0.0,,
2022-2023,Issa Diop,Issa Diop,100,79.0,,
2022-2023,,Ivan Neves Abreu Cavaleiro,,0.0,,
2022-2023,Ivan Perišić,Ivan Perišić,100,94.0,,
2022-2023,Ivan Toney,Ivan Toney,100,182.0,,
2022-2023,,Jack Butland,,0.0,,
2022-2023,Jack Colback,Jack Colback,100,14.0,,
2022-2023,Jack Grealish,Jack Grealish,100,121.0,,
2022-2023,Jack Harrison,Jack Harrison,100,134.0,,
2022-2023,Jack Hinshelwood,Jack Hinshelwood,100,1.0,,
2022-2023,Jack Stacey,Jack Stacey,100,6.0,,
2022-2023,Jack Stephens,Jack Stephens,100,35.0,,
2022-2023,,Jack Wells-Morrison,,0.0,,
2022-2023,,Jackson Smith,,0.0,,
2022-2023,Jacob Murphy,Jacob Murphy,100,78.0,,
2022-2023,Jacob Ramsey,Jacob Ramsey,100,135.0,,
2022-2023,,Jaden Philogene-Bidace,,0.0,,
2022-2023,Jadon Sancho,Jadon Sancho,100,105.0,,
2022-2023,Jaidon Anthony,Jaidon Anthony,100,61.0,,
2022-2023,Jaïro Riedewald,Jairo Riedewald,93,6.0,,
2022-2023,Jakub Kiwior,Jakub Kiwior,100,26.0,,
2022-2023,,Jakub Moder,,0.0,,
2022-2023,Jamaal Lascelles,Jamaal Lascelles,100,3.0,,
2022-2023,Jamal Lewis,Jamal Lewis,100,2.0,,
2022-2023,Jamal Lowe,Jamal Lowe,100,2.0,,
2022-2023,James Bree,James Bree,100,4.0,,
2022-2023,,James Furlong,,0.0,,
2022-2023,James Garner,James Garner,100,25.0,,
2022-2023,,James Hill,,0.0,,
2022-2023,James Justin,James Justin,100,45.0,,
2022-2023,James Maddison,James Maddison,100,135.0,,
2022-2023,James McArthur,James McArthur,100,4.0,,
2022-2023,,James McAtee,,0.0,,
2022-2023,James Milner,James Milner,100,42.0,,
2022-2023,James Tarkowski,James Tarkowski,100,106.0,,
2022-2023,James Tomkins,James Tomkins,100,8.0,,
2022-2023,James Ward-Prowse,James Ward-Prowse,100,142.0,,
2022-2023,,James Wright,,0.0,,
2022-2023,,Jamie Shackleton,,0.0,,
2022-2023,Jamie Vardy,Jamie Vardy,100,82.0,,
2022-2023,Jan Bednarek,Jan Bednarek,100,32.0,,
2022-2023,Jan Paul van Hecke,Jan Paul van Hecke,100,6.0,,
2022-2023,,Jannik Vestergaard,,0.0,,
2022-2023,Japhet Tanganga,Japhet Tanganga,100,4.0,,
2022-2023,,Jarrad Branthwaite,,0.0,,
2022-2023,Jarrod Bowen,Jarrod Bowen,100,145.0,,
2022-2023,Jason Steele,Jason Steele,100,65.0,,
2022-2023,Javier Manquillo,Javier Manquillo Gaitán,95,4.0,,
2022-2023,Jay Stansfield,Jay Stansfield,100,7.0,,
2022-2023,,Jean-Philippe Gbamin,,0.0,,
2022-2023,Jean-Philippe Mateta,Jean-Philippe Mateta,100,41.0,,
2022-2023,,Jeff Hendrick,,0.0,,
2022-2023,Jefferson Lerma,Jefferson Lerma Solís,95,101.0,,
2022-2023,Jeffrey Schlupp,Jeffrey Schlupp,100,89.0,,
2022-2023,,Jeremiah Chilokoa-Mullen,,0.0,,
2022-2023,Jeremy Sarmiento,Jeremy Sarmiento Morante,90,16.0,,
2022-2023,Jesse Lingard,Jesse Lingard,100,33.0,,
2022-2023,,Jesurun Rak-Sakyi,,0.0,,
2022-2023,Jhon Durán,Jhon Durán,100,11.0,,
2022-2023,,Jimmy Morgan,,0.0,,
2022-2023,Joachim Andersen,Joachim Andersen,100,80.0,,
2022-2023,Joe Aribo,Joe Ayodele-Aribo,86,46.0,True,
2022-2023,,Joe Bryan,,0.0,,
2022-2023,Joe Gelhardt,Joe Gelhardt,100,20.0,,
2022-2023,,Joe Lolley,,0.0,,
2022-2023,,Joe Rodon,,0.0,,
2022-2023,Joe Rothwell,Joe Rothwell,100,33.0,,
2022-2023,Joe Willock,Joe Willock,100,123.0,,
2022-2023,,Joe Wormleighton,,0.0,,
2022-2023,Joe Worrall,Joe Worrall,100,61.0,,
2022-2023,Joël Matip,Joel Matip,90,36.0,,
2022-2023,Joel Robles,Joel Robles,100,7.0,,
2022-2023,Joel Ward,Joel Ward,100,78.0,,
2022-2023,Joelinton,Joelinton Cássio Apolinário de Lira,90,115.0,,
2022-2023,John McGinn,John McGinn,100,90.0,,
2022-2023,John Stones,John Stones,100,93.0,,
2022-2023,,John-Kymani Gordon,,0.0,,
2022-2023,Jonny Castro,Jonathan Castro Otto,100,45.0,,
2022-2023,,Jonathan Panzo,,0.0,,
2022-2023,Jonjo Shelvey,Jonjo Shelvey,100,16.0,,
2022-2023,Jonny Evans,Jonny Evans,100,20.0,,
2022-2023,Jordan Ayew,Jordan Ayew,100,104.0,,
2022-2023,Jordan Henderson,Jordan Henderson,100,69.0,,
2022-2023,Jordan Pickford,Jordan Pickford,100,124.0,,
2022-2023,,Jordan Smith,,0.0,,
2022-2023,Jordan Zemura,Jordan Zemura,100,47.0,,
2022-2023,Jorginho,Jorge Luiz Frello Filho,100,79.0,,
2022-2023,,Joseph Anang,,0.0,,
2022-2023,Joe Gomez,Joseph Gomez,86,68.0,True,
2022-2023,Joseph Hodge,Joseph Hodge,100,5.0,,
2022-2023,Joseph Whitworth,Joseph Whitworth,100,3.0,,
2022-2023,Josh Dasilva,Josh Dasilva,100,81.0,,
2022-2023,Josh Onomah,Josh Onomah,100,2.0,,
2022-2023,,Josh Wilson-Esbrand,,0.0,,
2022-2023,José Sá,José Malheiro de Sá,100,148.0,,
2022-2023,João Cancelo,João Cancelo,100,73.0,,
2022-2023,João Moutinho,João Filipe Iria Santos Moutinho,86,56.0,True,
2022-2023,João Félix,João Félix Sequeira,90,44.0,,
2022-2023,João Palhinha,João Palhinha Gonçalves,90,83.0,,
2022-2023,João Gomes,João Victor Gomes da Silva,100,21.0,,
2022-2023,Joël Veltman,Joël Veltman,100,95.0,,
2022-2023,Juan Larios,Juan Larios López,90,4.0,,
2022-2023,Julio César Enciso,Julio Enciso,86,57.0,True,
2022-2023,Julián Álvarez,Julián Álvarez,100,103.0,,
2022-2023,Junior Firpo,Junior Firpo Adames,90,30.0,,
2022-2023,Junior Stanislas,Junior Stanislas,100,4.0,,
2022-2023,,Kacper Kozłowski,,0.0,,
2022-2023,,Kadan Young,,0.0,,
2022-2023,,Kaden Rodney,,0.0,,
2022-2023,,Kaelan Casey,,0.0,,
2022-2023,Kai Havertz,Kai Havertz,100,102.0,,
2022-2023,,Kaine Kesler Hayden,,0.0,,
2022-2023,Kalidou Koulibaly,Kalidou Koulibaly,100,74.0,,
2022-2023,Kalvin Phillips,Kalvin Phillips,100,14.0,,
2022-2023,Kamaldeen Sulemana,Kamaldeen Sulemana,100,45.0,,
2022-2023,Kami Doyle,Kamari Doyle,91,1.0,,
2022-2023,Kaoru Mitoma,Kaoru Mitoma,100,138.0,,
2022-2023,,Karl Darlow,,0.0,,
2022-2023,,Karl Hein,,0.0,,
2022-2023,,Kasey McAteer,,0.0,,
2022-2023,,Kasper Schmeichel,,0.0,,
2022-2023,Keane Lewis-Potter,Keane Lewis-Potter,100,14.0,,
2022-2023,,Keinan Davis,,0.0,,
2022-2023,Kelechi Iheanacho,Kelechi Iheanacho,100,82.0,,
2022-2023,Kenny Tete,Kenny Tete,100,90.0,,
2022-2023,Kepa Arrizabalaga,Kepa Arrizabalaga,100,118.0,,
2022-2023,Kevin De Bruyne,Kevin De Bruyne,100,183.0,,
2022-2023,Kevin Mbabu,Kevin Mbabu,100,7.0,,
2022-2023,Kevin Schade,Kevin Schade,100,29.0,,
2022-2023,Keylor Navas,Keylor Navas,100,43.0,,
2022-2023,Kieffer Moore,Kieffer Moore,100,57.0,,
2022-2023,Kieran Tierney,Kieran Tierney,100,37.0,,
2022-2023,Kieran Trippier,Kieran Trippier,100,198.0,,
2022-2023,Kiernan Dewsbury-Hall,Kiernan Dewsbury-Hall,100,82.0,,
2022-2023,,Killian Phillips,,0.0,,
2022-2023,,Kjell Scherpen,,0.0,,
2022-2023,Kobbie Mainoo,Kobbie Mainoo,100,1.0,,
2022-2023,,Kofi Balmer,,0.0,,
2022-2023,Kostas Tsimikas,Konstantinos Tsimikas,83,48.0,True,
2022-2023,,Kortney Hause,,0.0,,
2022-2023,,Kristian Sekularac,,0.0,,
2022-2023,Kristoffer Ajer,Kristoffer Ajer,100,29.0,,
2022-2023,,Kristoffer Klaesson,,0.0,,
2022-2023,,Krisztián Hegyi,,0.0,,
2022-2023,Kurt Zouma,Kurt Zouma,100,88.0,,
2022-2023,,Kyle John,,0.0,,
2022-2023,Kyle Walker,Kyle Walker,100,69.0,,
2022-2023,Kyle Walker-Peters,Kyle Walker-Peters,100,56.0,,
2022-2023,,Lamare Bogarde,,0.0,,
2022-2023,Layvin Kurzawa,Layvin Kurzawa,100,2.0,,
2022-2023,Leander Dendoncker,Leander Dendoncker,100,37.0,,
2022-2023,Leandro Trossard,Leandro Trossard,100,154.0,,
2022-2023,,Leo Fuhr Hjelde,,0.0,,
2022-2023,Leon Bailey,Leon Bailey,100,100.0,,
2022-2023,Levi Colwill,Levi Colwill,100,46.0,,
2022-2023,,Lewis Bate,,0.0,,
2022-2023,Lewis Brunt,Lewis Brunt,100,1.0,,
2022-2023,Lewis Cook,Lewis Cook,100,51.0,,
2022-2023,Lewis Dunk,Lewis Dunk,100,112.0,,
2022-2023,Lewis Hall,Lewis Hall,100,19.0,,
2022-2023,Lewis Miley,Lewis Miley,100,1.0,,
2022-2023,Lewis O'Brien,Lewis O'Brien,100,22.0,,
2022-2023,,Lewis Payne,,0.0,,
2022-2023,,Lewis Warrington,,0.0,,
2022-2023,Liam Cooper,Liam Cooper,100,31.0,,
2022-2023,,Liam Delap,,0.0,,
2022-2023,,Lino Sousa,,0.0,,
2022-2023,Lisandro Martínez,Lisandro Martínez,100,81.0,,
2022-2023,Lloyd Kelly,Lloyd Kelly,100,60.0,,
2022-2023,,Loris Karius,,0.0,,
2022-2023,,Loïc Badé,,0.0,,
2022-2023,,Loïc Mbe Soh,,0.0,,
2022-2023,Lucas Digne,Lucas Digne,100,50.0,,
2022-2023,Lucas Moura,Lucas Rodrigues Moura da Silva,100,17.0,,
2022-2023,Lucas Paquetá,Lucas Tolentino Coelho de Lima,100,98.0,,
2022-2023,,Lucas Torreira di Pascua,,0.0,,
2022-2023,Ludwig Augustinsson,Ludwig Augustinsson,100,2.0,,
2022-2023,Luis Díaz,Luis Díaz,100,62.0,,
2022-2023,Luis Sinisterra,Luis Sinisterra Lucumí,95,53.0,,
2022-2023,Luka Milivojević,Luka Milivojevic,94,23.0,,
2022-2023,Łukasz Fabiański,Lukasz Fabianski,88,127.0,True,
2022-2023,Luke Ayling,Luke Ayling,100,59.0,,
2022-2023,,Luke Chambers,,0.0,,
2022-2023,,Luke Cundle,,0.0,,
2022-2023,Luke Harris,Luke Harris,100,3.0,,
2022-2023,,Luke Mbete-Tabu,,0.0,,
2022-2023,,Luke Plange,,0.0,,
2022-2023,Luke Shaw,Luke Shaw,100,124.0,,
2022-2023,Luke Thomas,Luke Thomas,100,28.0,,
2022-2023,Lyanco,Lyanco Silveira Neves Vojnovic,90,29.0,,
2022-2023,,Lyle Taylor,,0.0,,
2022-2023,Mads Bech Sørensen,Mads Bech Sørensen,100,4.0,,
2022-2023,,Mads Bidstrup,,0.0,,
2022-2023,Mads Roerslev,Mads Roerslev Rasmussen,90,48.0,,
2022-2023,,Malang Sarr,,0.0,,
2022-2023,Malcolm Ebiowei,Malcolm Ebiowei,100,3.0,,
2022-2023,Manor Solomon,Manor Solomon,100,44.0,,
2022-2023,Manuel Akanji,Manuel Akanji,100,82.0,,
2022-2023,Manuel Lanzini,Manuel Lanzini,100,17.0,,
2022-2023,Marc Albrighton,Marc Albrighton,100,13.0,,
2022-2023,Marc Cucurella,Marc Cucurella Saseta,90,65.0,,
2022-2023,Marc Guéhi,Marc Guéhi,100,95.0,,
2022-2023,,Marc Jurado Gomez,,0.0,,
2022-2023,Marc Roca,Marc Roca Junqué,90,67.0,,
2022-2023,Marcel Sabitzer,Marcel Sabitzer,100,25.0,,
2022-2023,,Marcos Alonso,,0.0,,
2022-2023,Marcos Senesi,Marcos Senesi,100,69.0,,
2022-2023,,Marcus Bettinelli,,0.0,,
2022-2023,,Marcus Forss,,0.0,,
2022-2023,Marquinhos,Marcus Oliveira Alencar,100,1.0,,
2022-2023,Marcus Rashford,Marcus Rashford,100,205.0,,
2022-2023,Marcus Tavernier,Marcus Tavernier,100,94.0,,
2022-2023,Marek Rodák,Marek Rodák,100,7.0,,
2022-2023,Mario Lemina,Mario Lemina,100,35.0,,
2022-2023,,Mark Gillespie,,0.0,,
2022-2023,Mark Travers,Mark Travers,100,28.0,,
2022-2023,,Martial Godo,,0.0,,
2022-2023,Martin Dúbravka,Martin Dubravka,93,11.0,,
2022-2023,Martin Ødegaard,Martin Ødegaard,100,212.0,,
2022-2023,,Marvelous Nakamba,,0.0,,
2022-2023,Mason Holgate,Mason Holgate,100,16.0,,
2022-2023,Mason Mount,Mason Mount,100,82.0,,
2022-2023,,Matej Kovár,,0.0,,
2022-2023,Mateo Joseph,Mateo Joseph Fernández,90,3.0,,
2022-2023,Mateo Kovačić,Mateo Kovacic,100,53.0,,
2022-2023,Tetê,Mateus Cardoso Lemos Martins,100,27.0,,
2022-2023,Mateusz Klich,Mateusz Klich,100,12.0,,
2022-2023,,Mateusz Lis,,0.0,,
2022-2023,Matheus Nunes,Matheus Luiz Nunes,95,80.0,,
2022-2023,Matheus Cunha,Matheus Santos Carneiro Da Cunha,100,39.0,,
2022-2023,Mathias Jensen,Mathias Jensen,100,132.0,,
2022-2023,Mathias Jørgensen,Mathias Jorgensen,94,45.0,,
2022-2023,,Matija Šarkić,,0.0,,
2022-2023,,Matt Clarke,,0.0,,
2022-2023,Matt Doherty,Matt Doherty,100,35.0,,
2022-2023,Matt Ritchie,Matt Ritchie,100,7.0,,
2022-2023,Matt Targett,Matt Targett,100,35.0,,
2022-2023,,Matt Turner,,0.0,,
2022-2023,,Matthew Cox,,0.0,,
2022-2023,Matthew Craig,Matthew Craig,100,1.0,,
2022-2023,,Matthew Dibley-Dias,,0.0,,
2022-2023,,Matthew Smith,,0.0,,
2022-2023,Matty Cash,Matty Cash,100,57.0,,
2022-2023,Matías Viña,Matías Viña,100,28.0,,
2022-2023,,Mauro Bandeira,,0.0,,
2022-2023,Max Kilman,Max Kilman,100,109.0,,
2022-2023,,Max Kinsey-Wellings,,0.0,,
2022-2023,Maximilian Wöber,Maximilian Wöber,100,25.0,,
2022-2023,Maxwel Cornet,Maxwel Cornet,100,14.0,,
2022-2023,,Michael Dacosta Gonzalez,,0.0,,
2022-2023,Michael Keane,Michael Keane,100,39.0,,
2022-2023,,Michael Olakigbe,,0.0,,
2022-2023,Michael Olise,Michael Olise,100,132.0,,
2022-2023,Michail Antonio,Michail Antonio,100,84.0,,
2022-2023,Miguel Almirón,Miguel Almirón Rejala,90,158.0,,
2022-2023,Mikkel Damsgaard,Mikkel Damsgaard,100,33.0,,
2022-2023,Mislav Oršić,Mislav Orsic,83,1.0,True,
2022-2023,,Mohamed Dräger,,0.0,,
2022-2023,Mohamed Elneny,Mohamed Elneny,100,6.0,,
2022-2023,Mohamed Elyounoussi,Mohamed Elyounoussi,100,62.0,,
2022-2023,Mohamed Salah,Mohamed Salah,100,239.0,,
2022-2023,Mohammed Salisu,Mohammed Salisu,100,33.0,,
2022-2023,Moisés Caicedo,Moisés Caicedo Corozo,90,79.0,,
2022-2023,Morgan Gibbs-White,Morgan Gibbs-White,100,145.0,,
2022-2023,Morgan Sanson,Morgan Sanson,100,2.0,,
2022-2023,Moussa Djenepo,Moussa Djenepo,100,27.0,,
2022-2023,Moussa Niakhate,Moussa Niakhaté,93,25.0,,
2022-2023,Mykhailo Mudryk,Mykhailo Mudryk,100,25.0,,
2022-2023,Máximo Perrone,Máximo Perrone,100,1.0,,
2022-2023,N'Golo Kanté,N'Golo Kanté,100,18.0,,
2022-2023,Naby Keïta,Naby Keita,90,10.0,,
2022-2023,Nampalys Mendy,Nampalys Mendy,100,30.0,,
2022-2023,Naouirou Ahamada,Naouirou Ahamada,100,7.0,,
2022-2023,Nathan Aké,Nathan Aké,100,92.0,,
2022-2023,,Nathan Bishop,,0.0,,
2022-2023,,Nathan Butler-Oyedeji,,0.0,,
2022-2023,Nathan Collins,Nathan Collins,100,49.0,,
2022-2023,,Nathan Ferguson,,0.0,,
2022-2023,,Nathan Fraser,,0.0,,
2022-2023,Nathan Patterson,Nathan Patterson,100,31.0,,
2022-2023,Nathan Redmond,Nathan Redmond,100,1.0,,
2022-2023,,Nathan Tella,,0.0,,
2022-2023,Nathaniel Chalobah,Nathaniel Chalobah,100,1.0,,
2022-2023,Nathaniel Clyne,Nathaniel Clyne,100,44.0,,
2022-2023,Nathaniel Phillips,Nathaniel Phillips,100,3.0,,
2022-2023,Nayef Aguerd,Nayef Aguerd,100,58.0,,
2022-2023,Neal Maupay,Neal Maupay,100,41.0,,
2022-2023,Neco Williams,Neco Williams,100,54.0,,
2022-2023,Neeskens Kebano,Neeskens Kebano,100,40.0,,
2022-2023,Nick Pope,Nick Pope,100,157.0,,
2022-2023,,Nico O'Reilly,,0.0,,
2022-2023,,Nicolas Pépé,,0.0,,
2022-2023,,Niels Nkounkou,,0.0,,
2022-2023,,Nikola Vlasic,,0.0,,
2022-2023,Noni Madueke,Noni Madueke,100,26.0,,
2022-2023,Neto,Norberto Murara Neto,90,93.0,,
2022-2023,,Nuno Varela Tavares,,0.0,,
2022-2023,Nélson Semedo,Nélson Cabral Semedo,86,75.0,True,
2022-2023,Odeluga Offiah,Odeluga Offiah,100,1.0,,
2022-2023,Odsonne Édouard,Odsonne Edouard,93,82.0,,
2022-2023,Oleksandr Zinchenko,Oleksandr Zinchenko,100,99.0,,
2022-2023,,Oliver Hammond,,0.0,,
2022-2023,Oliver Skipp,Oliver Skipp,100,43.0,,
2022-2023,,Oliwier Zych,,0.0,,
2022-2023,Ollie Watkins,Ollie Watkins,100,175.0,,
2022-2023,,Omar Richards,,0.0,,
2022-2023,Omari Hutchinson,Omari Hutchinson,100,1.0,,
2022-2023,Orel Mangala,Orel Mangala,100,50.0,,
2022-2023,Oriol Romeu,Oriol Romeu Vidal,90,2.0,,
2022-2023,Owen Bevan,Owen Bevan,100,1.0,,
2022-2023,,Owen Goodman,,0.0,,
2022-2023,Pablo Fornals,Pablo Fornals Malla,95,71.0,,
2022-2023,,Pablo Marí Villar,,0.0,,
2022-2023,Pablo Sarabia,Pablo Sarabia,100,27.0,,
2022-2023,Pape Matar Sarr,Pape Matar Sarr,100,14.0,,
2022-2023,Pascal Groß,Pascal Groß,100,159.0,,
2022-2023,Pascal Struijk,Pascal Struijk,100,66.0,,
2022-2023,Patrick Bamford,Patrick Bamford,100,70.0,,
2022-2023,Patson Daka,Patson Daka,100,70.0,,
2022-2023,,Paul Dummett,,0.0,,
2022-2023,Paul Onuachu,Paul Onuachu,100,14.0,,
2022-2023,,Paulo Gazzaniga Farias,,0.0,,
2022-2023,Pedro Neto,Pedro Lomba Neto,100,37.0,,
2022-2023,Pedro Porro,Pedro Porro,100,59.0,,
2022-2023,Pervis Estupiñán,Pervis Estupiñán,100,128.0,,
2022-2023,Phil Foden,Phil Foden,100,142.0,,
2022-2023,,Phil Jones,,0.0,,
2022-2023,Philip Billing,Philip Billing,100,126.0,,
2022-2023,Philippe Coutinho,Philippe Coutinho Correia,95,32.0,,
2022-2023,Pierre-Emerick Aubameyang,Pierre-Emerick Aubameyang,100,25.0,,
2022-2023,Pierre Højbjerg,Pierre-Emile Højbjerg,95,120.0,,
2022-2023,Pontus Jansson,Pontus Jansson,100,29.0,,
2022-2023,Raheem Sterling,Raheem Sterling,100,101.0,,
2022-2023,,Raphael Dias Belloli,,0.0,,
2022-2023,Raphaël Varane,Raphaël Varane,100,77.0,,
2022-2023,Rasmus Nissen,Rasmus Kristensen,80,51.0,True,
2022-2023,Rayan Aït Nouri,Rayan Aït-Nouri,100,41.0,,
2022-2023,Raúl Jiménez,Raúl Jiménez,100,29.0,,
2022-2023,Reece James,Reece James,100,44.0,,
2022-2023,,Reece Welch,,0.0,,
2022-2023,Reiss Nelson,Reiss Nelson,100,42.0,,
2022-2023,,Remi Matthews,,0.0,,
2022-2023,Remo Freuler,Remo Freuler,100,54.0,,
2022-2023,Renan Lodi,Renan Augusto Lodi dos Santos,86,56.0,True,
2022-2023,,Reuell Walters,,0.0,,
2022-2023,,Rhys Bennett,,0.0,,
2022-2023,,Rhys Williams,,0.0,,
2022-2023,Ricardo Pereira,Ricardo Barbosa Pereira,100,20.0,,
2022-2023,Richarlison,Richarlison de Andrade,90,54.0,,
2022-2023,,Richie Laryea,,0.0,,
2022-2023,Rico Henry,Rico Henry,100,112.0,,
2022-2023,Rico Lewis,Rico Lewis,100,29.0,,
2022-2023,Riyad Mahrez,Riyad Mahrez,100,126.0,,
2022-2023,Rob Holding,Rob Holding,100,21.0,,
2022-2023,,Robert Kenedy Nunes do Nascimento,,0.0,,
2022-2023,Robert Sánchez,Robert Sánchez,100,82.0,,
2022-2023,Roberto Firmino,Roberto Firmino,100,104.0,,
2022-2023,Robin Koch,Robin Koch,100,55.0,,
2022-2023,Robin Olsen,Robin Olsen,100,10.0,,
2022-2023,Rodrigo Bentancur,Rodrigo Bentancur,100,71.0,,
2022-2023,Rodri,Rodrigo Hernandez,100,108.0,,
2022-2023,Rodrigo,Rodrigo Moreno,100,127.0,,
2022-2023,,Rodrigo Muniz Carvalho,,0.0,,
2022-2023,Romain Perraud,Romain Perraud,100,71.0,,
2022-2023,,Romaine Mundle,,0.0,,
2022-2023,Roméo Lavia,Roméo Lavia,100,57.0,,
2022-2023,,Ross Barkley,,0.0,,
2022-2023,Ruben Loftus-Cheek,Ruben Loftus-Cheek,100,46.0,,
2022-2023,,Ryan Bertrand,,0.0,,
2022-2023,Ryan Christie,Ryan Christie,100,64.0,,
